words@mnk1988m	@mnk1988m	122.838	123.279	/
words@mnk1988m	@mnk1988m	123.279	123.721	/
words@mnk1988m	@mnk1988m	124.154	124.602	Мы
words@mnk1988m	@mnk1988m	124.602	125.051	никого
words@mnk1988m	@mnk1988m	125.051	125.5	не
words@mnk1988m	@mnk1988m	125.5	125.949	находили
words@mnk1988m	@mnk1988m	125.949	126.398	/
words@mnk1988m	@mnk1988m	126.398	126.847	и
words@mnk1988m	@mnk1988m	126.847	127.296	эээ
words@mnk1988m	@mnk1988m	127.296	127.745	/
words@mnk1988m	@mnk1988m	127.745	128.194	в
words@mnk1988m	@mnk1988m	128.194	128.643	какой-то
words@mnk1988m	@mnk1988m	128.643	129.092	момент
words@mnk1988m	@mnk1988m	129.092	129.54	эээ
words@mnk1988m	@mnk1988m	129.54	129.989	/
words@mnk1988m	@mnk1988m	129.989	130.438	просто
words@mnk1988m	@mnk1988m	130.438	130.887	что
words@mnk1988m	@mnk1988m	130.887	131.336	называется
words@mnk1988m	@mnk1988m	131.336	131.785	по
words@mnk1988m	@mnk1988m	131.785	132.234	фану
words@mnk1988m	@mnk1988m	132.234	132.683	по
words@mnk1988m	@mnk1988m	132.683	133.132	приколу
words@mnk1988m	@mnk1988m	133.132	133.581	/
words@mnk1988m	@mnk1988m	133.581	134.03	ну
words@mnk1988m	@mnk1988m	134.03	134.479	мы
words@mnk1988m	@mnk1988m	134.479	134.927	стали
words@mnk1988m	@mnk1988m	134.927	135.376	репетировать
words@mnk1988m	@mnk1988m	135.376	135.825	вдвоём
words@mnk1988m	@mnk1988m	135.825	136.274	просто
words@mnk1988m	@mnk1988m	136.274	136.723	в
words@mnk1988m	@mnk1988m	136.723	137.172	акустике
words@mnk1988m	@mnk1988m	137.172	137.621	гитара
words@mnk1988m	@mnk1988m	137.621	138.07	бас
words@mnk1988m	@mnk1988m	138.07	138.519	/
words@mnk1988m	@mnk1988m	138.519	138.968	дома
words@mnk1988m	@mnk1988m	138.968	139.417	/
words@mnk1988m	@mnk1988m	139.417	139.866	/
words@mnk1988m	@mnk1988m	140.177	140.549	И
words@mnk1988m	@mnk1988m	140.549	140.921	стали
words@mnk1988m	@mnk1988m	140.921	141.294	появляться
words@mnk1988m	@mnk1988m	141.294	141.666	первые
words@mnk1988m	@mnk1988m	141.666	142.038	зарисовки
words@mnk1988m	@mnk1988m	142.038	142.411	и
words@mnk1988m	@mnk1988m	142.411	142.783	они
words@mnk1988m	@mnk1988m	142.783	143.156	выходили
words@mnk1988m	@mnk1988m	143.156	143.528	настолько
words@mnk1988m	@mnk1988m	143.528	143.9	/
words@mnk1988m	@mnk1988m	143.9	144.273	интересные
words@mnk1988m	@mnk1988m	144.273	144.645	с
words@mnk1988m	@mnk1988m	144.645	145.017	нашей
words@mnk1988m	@mnk1988m	145.017	145.39	точки
words@mnk1988m	@mnk1988m	145.39	145.762	зрения
words@mnk1988m	@mnk1988m	145.762	146.135	с
words@mnk1988m	@mnk1988m	146.135	146.507	точки
words@mnk1988m	@mnk1988m	146.507	146.879	зрения
